,Nom,Artiste,Genre,Annee,Paroles
1099,F**kin' Perfect,P!nk,pop,2011,Unknown
1100,Champion (feat. Chris Brown),Chris Brown,pop,2011,Unknown
1101,Don't Wanna Go Home,Jason Derulo,pop,2011,Unknown
1102,Skinny Love,Birdy,pop,2011,[Verse 1]   Come on   skinny love   just last the year   Pour a little salt   we were never here   My   my   my   my   my   my   my   my   my   my   Staring at the sink of blood and crushed veneer   I tell my love to wreck it all   Cut out all the ropes and let me fall   My   my   my   my   my   my   my   my   my   my   Right in this moment   this order's tall      [Chorus]   And I told you to be patient   And I told you to be fine   And I told you to be balanced   And I told you to be kind   And in the morning I'll be with you   But it will be a different kind   'cause I'll be holding all the tickets   And you'll be owning all the fines   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Verse 2]   Come on   skinny love   what happened here?   Suckle on the hope in light brassieres   My   my   my   my   my   my   my   my   my   my   Sullen load is full   so slow on the split      [Chorus]   And I told you to be patient   And I told you to be fine   And I told you to be balanced   And I told you to be kind   And now all your love is wasted   Then who the hell was I?   'cause now I'm breaking at the britches   And at the ends of all your lines      [Verse 3]   Who will love you?   Who will fight?   Who will fall far behind?      [Outro]   Come on skinny love   My   my   my   my   my   my   my   my   my   my   My   my   my   my   my   my   my   my   my   my
1103,We R Who We R,Kesha,pop,2011,[Verse 1]   Hot and dangerous   If you're one of us   then roll with us      'Cause we make the hipsters fall in love   When we got our hot pants on and up   And yes   of course we does   We runnin' this town just like a club      And no   you don't wanna mess with us   Got Jesus on my necklace-ace-ace         [Pre-Chorus]   Got that glitter on my eyes      Stockings ripped all up the side   Lookin' sick and sexy-fied   So let's go-o-o   let's go   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Chorus]   Tonight we're goin' hard   hard   h-h-h-hard   Just like the world is our   our   o-o-o-ours   We're tearin' it apart-part   p-p-p-part   You know we're superstars   We are who we are      We're dancin' like we're dumb   dumb   d-d-d-dumb      Our bodies goin' numb   numb   n-n-n-numb   We'll be forever young   young   y-y-y-young   You know we're superstars   We are who we are         [Verse 2]   DJ   turn it up   It's about damn time to live it up   I'm so sick of bein' so serious   It's makin' my brain delirious   I’m just talkin' truth   I’m tellin' you 'bout the shit we do   We're sellin' our clothes   sleepin' in cars   Dressin' it down   hittin' on dudes hard      [Pre-Chorus]   Got that glitter on my eyes   Stockings ripped all up the side   Lookin' sick and sexy-fied   So let's go-o-o   let's go
1104,Price Tag,Jessie J,pop,2011,[Intro: Jessie J]   Okay   Coconut Man   Moonhead and Pea   You ready?         [Verse 1: Jessie J]   Seems like everybody's got a price   I wonder how they sleep at night      When the sale comes first and the truth comes second      Just stop for a minute and smile   Why is everybody so serious?   Acting so damn mysterious   Got shades on your eyes      And your heels so high that you can't even have a good time                                    [Pre-Chorus: Jessie J]   Everybody look to their left   Everybody look to their right   Can you feel that? Yeah   We're paying with love tonight      [Chorus: Jessie J]   It's not about the money   money   money   We don't need your money   money   money   We just wanna make the world dance   Forget about the price tag   Ain't about the   uh   cha-ching   cha-ching   Ain't about the   yeah   ba-bling   ba-bling   Wanna make the world dance   Forget about the price tag         [Verse 2: Jessie J]   Okay   We need to take it back in time   When music made us all unite   And it wasn't low blows and video hoes   Am I the only one getting tired?      Why is everybody so obsessed?   Money can't buy us happiness      Can we all slow down and enjoy right now?   Guarantee we'll be feeling alright
1105,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,house,2011,"[Chorus: Flo Rida]   So many girls in here   where do I begin? (Oh-oh)   I seen this one   I'm bout to go in (Oh-oh)   Then she said   ""I'm here with my friends"" (Oh-oh)   She got me thinking   and that's when I said   ""Where them girls at   girls at?"" (Woo)   ""Where them girls at   girls at?"" (Woo)   ""Where them girls at   girls at?"" (Woo)   So go get them   we can all be friends (Woo)      [Verse 1: Flo Rida]   Hey   bring it on   baby   all your friends   You're the shit and I love that body   body   You wanna ball   let's mix it   I swear you're good   I won't tell nobody (Body)   You got a BFF   I wanna see that girl   it's all women invited (Vited)   Hair do's and nails   that Louis   Chanel all up in the party   Presidents   in my wallet   no rules   I'm 'bout it   Blow the whistle for the hotties   I got it   shawty   it's never too much   can't be doing too much   Ten to one of me   I can handle that love   Outta of my reach   we can all get buzz   Holla 'cause I'm free   no matter   it's no rush   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Chorus: Nicki Minaj & Flo Rida & Both]   So many boys in here   where do I begin? (Oh-oh)   I see this one   I'm 'bout to go in (Oh-oh)   Then he said   ""I'm here with my friends""   He got to thinkin'   and that's when he said   ""Where them girls at   girls at?"" (Girls at) (Woo)   ""Where them girls at   girls at?"" (Girls at) (Woo)   ""Where them girls at   girls at?"" (Girls at) (Woo)   So go get them   we can all be friends (Woo)      [Verse 2: Nicki Minaj]      Yo! It's PB! PB! Who's Peabo Bryson?      Two years ago   I renewed my license      Anyway   why'd I start my verse like that?      You can suck a dick   you can suck on a ballsack   No   no   I don't endorse that   pause that   abort that      Just the other day mi go a-London   saw dat   Kids inna di street   paparazzi   all dat   Hey hey   what can I say?   Day day day da-day day   Coming through the club   all the girls in the back of me   This ain't football   why the fuck they tryna tackle me?   Really   I peeped dude at the bar like really   Looking like he wanna good time like really   Said he had got a friend for my home girl Lily   Lily   Lily   Lily"
1106,Good Life,OneRepublic,rock,2011,[Verse 1]   Woke up in London yesterday   Found myself in the city near Piccadilly      Don't really know how I got here   I got some pictures on my phone   New names and numbers that I don't know   Address to places like Abbey Road      Day turns to night   night turns to whatever we want   We're young enough to say      [Chorus]   Oh   this has gotta be the good life   This has gotta be the good life   This could really be a good life   good life   Say oh   got this feeling that you can't fight   Like this city is on fire tonight   This could really be a good life   A good   good life   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Verse 2]   To my friends in New York   I say hello   My friends in L.A.   they don't know   Where I've been for the past few years or so   Paris to China to Colorado      Sometimes there's airplanes I can't jump out   Sometimes there's bullshit that don't work now   We all got our stories   but please tell me-e-e-e   What there's to complain about      [Pre-Chorus]   When you're happy like a fool   Let it take you over   When everything is out   You got to take it in      [Chorus]   Oh   this has gotta be the good life   This has gotta be the good life   This could really be a good life   good life   Say oh   got this feeling that you can't fight   Like this city is on fire tonight   This could really be a good life   A good   good life   Oh   a good   good life   Yeah   Oh   oh
1107,I Follow Rivers - The Magician Remix,Lykke Li,pop,2011,[Instrumental Intro]      [Verse 1]   Oh   I beg you   Can I follow?   Oh   I ask you   Why not always?   Be the ocean   Where I unravel?   Be my only   Be the water where I'm wading   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Pre-Chorus]   You're my river running high   Run deep   run wild      [Chorus]   I   I follow   I follow you   deep sea baby   I follow you   I   I follow   I follow you   dark doom honey   I follow you         [Verse 2]   He a message   I'm the runner      He the rebel   I'm the daughter waiting for you         [Pre-Chorus]   You're my river running high      Run deep   run wild      [Chorus]   I   I follow   I follow you   deep sea baby   I follow you   I   I follow   I follow you   dark doom honey   I follow you
1108,A Thousand Years,Various Artists,pop,2011,Unknown
1109,Tonight (I'm Fuckin' You),Enrique Iglesias,latin,2011,Unknown
1110,Don't Hold Your Breath,Nicole Scherzinger,pop,2011,Unknown
1111,Last Friday Night (T.G.I.F.),Katy Perry,pop,2011,Unknown
1112,Donald Trump,Mac Miller,hip hop,2011,"[Intro]   Hey   Ayo   Sap! What's good   bruh?   This man's kinda high out here *Laughs*         [Verse 1]   Ayo   the flyest ma'fucker in the room   yeah   you know it's me   Bitches hatin' on him 'cause he started out here locally   Hopefully   I'll be at the top soon   For now   I'm at my house on the couch watchin' cartoons   You know how much you love it when you get it in abundance   Give a fuck about a budget when you always be the subject of discussion   But it's nothin' when you stop and just say   ""fuck it""   'Cause you walkin' out in public and you hear 'em talkin' rubbish   I just wanna ride   ride through the city in a Cutlass   Find a big butt bitch somewhere   get my nuts kissed   That's the way it goes when you party just like I do   Bitches on my dick that used to brush me off in high school                                 [Chorus]   Take over the world when I'm on my Donald Trump shit      Look at all this money! Ain't that some shit?   Take over the world when I'm on my Donald Trump shit      Look at all this money! Ain't that some shit? (Hey)   We gon' take over the world while these haters gettin' mad   That's why all my bitches bad   they see this crazy life I have   And they in awe   we gon' win   you can take the lose or draw   What I'm in got these hoes who used to play me in they bras   We gon' take over the world while these haters gettin' mad   Take over the world   watch these haters get mad   That's why all my bitches bad   they see this crazy life I have   Hop into the car and then we take 'em to the pad   it's a wrap      [Verse 2]   Uh   uh   uh   And ma'fuckers think they know me   but they never met the kid   Style come with excellence and money make benevolence   Irrelevant for the fuckers who never been intelligent   I kill my Henny   break the bottle for the hell of it   Tell a bitch that she better bring her friends   And if she want an autograph she better bring a pen   Yeah   the party never end   this life is what I recommend   And if you got a ho picked for me   then she better be a 10   I ain't picky   but these girls be actin' tricky   When the situation's sticky and the liquor got 'em silly"
1113,Love You Like A Love Song,Selena Gomez & The Scene,pop,2011,Unknown
1114,Someone Like You,Adele,pop,2011,[Verse 1]   I heard that you're settled down   That you found a girl and you're married now   I heard that your dreams came true      Guess she gave you things I didn't give to you   Old friend   why are you so shy?   Ain't like you to hold back or hide from the light      [Pre-Chorus]   I hate to turn up out of the blue   uninvited   But I couldn't stay away   I couldn't fight it   I had hoped you'd see my face   And that you'd be reminded that for me   it isn't over      Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Chorus]   Never mind   I'll find someone like you   I wish nothing but the best for you   too   Don't forget me   I beg   I remember you said   Sometimes it lasts in love   but sometimes it hurts instead   Sometimes it lasts in love   but sometimes it hurts instead         [Verse 2]   You know how the time flies   Only yesterday was the time of our lives   We were born and raised in a summer haze   Bound by the surprise of our glory days         [Pre-Chorus]   I hate to turn up out of the blue   uninvited   But I couldn't stay away   I couldn't fight it   I had hoped you'd see my face   And that you'd be reminded that for me   it isn't over         [Chorus]   Never mind   I'll find someone like you   I wish nothing but the best for you   too   Don't forget me   I beg   I remember you said   Sometimes it lasts in love   but sometimes it hurts instead
1115,Honey Bee,Blake Shelton,country,2011,"[Verse 1]   Girl   I been thinking 'bout us   And you know I ain't good at this stuff   These feelings piling up won't give me no rest   This might come out a little crazy   A little sideways   yeah maybe   I don't know how long it'll take me but I'll do my best         [Chorus 1]   You'll be my soft and sweet   I'll be your strong and steady   You'll be my glass of wine   I'll be your shot of whiskey   You'll be my sunny day   I'll be your shade tree   You'll be my honeysuckle   I'll be your honey bee   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Verse 2]   Yeah   that came out a little country   But every word was right on the money   And I got you smiling honey right back at me   Now hold on cause I aren’t done   There's more where that came from   Well you know I'm just having fun   but seriously      [Chorus 2]   If you'll be my Louisiana   I'll be your Mississippi   You'll be my Little Loretta   I'll be your Conway Twitty   You'll be my sugar   baby   I'll be your sweet iced tea   You'll be my honeysuckle   I'll be your honey bee         [Verse 3]   Your kiss just said it all   I'm glad we had this talk   Nothing left to do but fall in each other’s arms   I could have said ""I love you""   Could have wrote you a line or two   Baby   all I know to do is speak right from the heart"
1116,The A Team,Ed Sheeran,pop,2011,[Verse 1]   White lips   pale face   Breathing in the snowflakes   Burnt lungs   sour taste   Light's gone   days end   Struggling to pay rent   Long nights   strange men         [Pre-Chorus]   And they say   She's in the Class A Team      Stuck in her daydream   Been this way since 18      But lately   her face seems   Slowly sinking   wasting   Crumbling like pastries      And they scream   The worst things in life come free to us      Ken Carson 'Freestyle 2' Official Lyrics & Meaning | Verified                                 [Chorus]   'Cause we're just under the upper hand   And go mad for a couple grams      And she don't wanna go outside tonight      And in a pipe   she flies to the Motherland   Or sells love to another man      It's too cold outside   For angels to fly   Angels to fly         [Verse 2]   Ripped gloves   raincoat      Tried to swim and stay afloat   Dry house   wet clothes   Loose change   bank notes   Weary-eyed   dry throat      Call girl   no phone         [Pre-Chorus]   And they say   She's in the Class A Team      Stuck in her daydream   Been this way since 18      But lately   her face seems   Slowly sinking   wasting   Crumbling like pastries      And they scream   The worst things in life come free to us
1117,Dirt Road Anthem,Jason Aldean,country,2011,[Chorus]   Yeah I'm chillin' on a dirt road   Laid back swervin' like I'm George Jones      Smoke rollin' out the window   An ice cold beer sittin' in the console      Memory lane up in the headlights   It's got me reminiscin' on them good times   I'm turning off of real life drivin'   that's right   I'm hittin' easy street on mud tires      [Verse 1]   Back in the day Pott's farm was the place to go      Load the truck up   hit the dirt road   Jump the barbwire   spread the word   Light the bonfire   then call the girls   The king in the can and the Marlboro man      Jack 'n' Jim were a few good men      Where ya learned how to kiss and cuss and fight too   Better watch out for the boys in blue   And all this small town he said   she said   Ain't it funny how rumors spread   Like I know something y'all don't know   Man that talk is getting old   Ya better mind your business   man   watch your mouth   Before I have to knock that loud mouth out   I'm tired of talkin'   man   y'all ain't listening   Them old dirt roads is what y'all missing                                 [Chorus]   Yeah I'm chillin' on a dirt road   Laid back swervin' like I'm George Jones      Smoke rollin' out the window   An ice cold beer sittin' in the console   Memory lane up in the headlights   It's got me reminiscin' on them good times   I'm turning off of real life drivin'   that's right   I'm hittin' easy street on mud tires      [Verse 2]   I sit back and think about them good ol' days   The way we were raised and our southern ways   And we like cornbread and biscuits   And if it's broke round here we fix it   I can take y'all where you need to go   Down to my hood   back in them woods   We do it different 'round here   that's right   But we sure do it good and we do it all night   See   if you really wanna know how it feels   To get off the road with trucks and four wheels   Jump on in   and man   tell your friends   We'll raise some hell where the blacktop ends      [Chorus]   Chillin' on a dirt road   Laid back swervin' like I'm George Jones      Smoke rollin' out the window   An ice cold beer sittin' in the console   Memory lane up in the headlights   It's got me reminiscin' on them good times   I'm turning off of real life drivin'   that's right   I'm hittin' easy street on mud tires   Let's ride
1118,Who's That Chick? (feat. Rihanna),David Guetta,house,2011,Unknown
1119,Springsteen,Eric Church,country,2011,"[Verse 1]   To this day when I hear that song      I see you standin' there on that lawn   Discount shades   store bought tan   Flip flops and cut-off jeans   Somewhere between that setting sun   I'm on Fire   and Born to Run      You looked at me and I was done   And we're   we're just getting started      [Verse 2]   I was singin' to you   you were singin' to me   I was so alive   never been more free   Fired up my daddy's lighter and we sang   Oohh   Stayed there 'til they forced us out   And took the long way to your house   I can still hear the sound of you sayin' ""don't go""   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Chorus]   When I think about you   I think about 17      I think about my old Jeep   I think about the stars in the sky   Funny how a melody sounds like a memory   Like the soundtrack to a July Saturday night   Springsteen      [Verse 3]   I bumped into you by happenstance   You probably wouldn't even know who I am   But if I whispered your name I bet there'd still be a spark   Back when I was gasoline   And this old tattoo had brand new ink   And we didn't care what your mom would think   About your name on my arm         [Verse 4]   Baby   is it spring or is it summer?   The guitar sound or the beat of that drummer   You hear sometimes late at night   On your radio   Even though you're a million miles away   When you hear Born in the USA      You relive those glory days      So long ago"
1120,6 Foot 7 Foot,Lil Wayne,hip hop,2011,"[Chorus: Harry Belafonte]   Six-foot   seven-foot   eight-foot bunch      Six-foot   seven-foot   eight-foot bunch         [Verse 1: Lil Wayne]   Ahem   excuse my charisma   vodka with a spritzer   Swagger down pat; call my shit Patricia   Young Money militia   and I am the commissioner      You no wan' start Weezy ‘cause the 'F' is for finisher      So misunderstood   but what's a world without enigma?      Two bitches at the same time; synchronized swimmers   Got the girl twisted ‘cause she open when you twist her      Never met the bitch   but I fuck her like I missed her      Life is the bitch   and death is her sister   Sleep is the cousin—what a fuckin' family picture   You know Father Time   and we all know Mother Nature   It's all in the family   but I am of no relation      No matter who's buyin'   I'm a celebration   Black and white diamonds; fuck segregation      Fuck that shit   my money up   you niggas just Honey Nut   Young Money runnin' shit   and you niggas just runner-ups      I don't feel I done enough   so I'ma keep on doin' this shit   Lil Tunechi or Young Tuna Fish      Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Chorus: Harry Belafonte]   Six-foot   seven-foot   eight-foot bunch      Six-foot   seven-foot   eight-foot bunch         [Verse 2: Lil Wayne]   (I'm goin' back in…)   Okay   I lost my mind   it's somewhere out there stranded      I think you stand under me if you don't understand me   Had my heart broken by this woman named Tammy   But hoes gon' be hoes   so I couldn't blame Tammy      Just talked to Moms   told her she the sweetest   I beat the beat up; call it self-defense   Swear   man   I be seein' through these niggas like sequins   Niggas think they He-Men   pow   pow   the end      Talkin' to myself because I am my own consultant      Married to the money   fuck the world; that's adultery      You full of shit   you close your mouth and let yo' ass talk      Young Money eatin'   all you haters do is add salt      Stop playin'   bitch   I got this game on deadbolt   Mind so sharp I fuck around and cut my head off      Real nigga all day and tomorrow      But these motherfuckers talkin' crazy like they jaw broke      Glass half empty   half full   I'll spill ya      Try me and run into a wall; outfielder      You know I'ma ball 'til they turn off the field lights      The fruits of my labor   I enjoy 'em while they still ripe      Bitch   stop playin'   I do it like a king do      If these niggas animals   then I'ma have a mink soon      Tell 'em bitches I say put my name on the wall      I speak the truth   but I guess that's a foreign language to y'all      And I call it like I see it   and my glasses on   But most of y'all don't get the picture 'less the flash is on      Satisfied with nothin'   you don't know the half of it   Young Money   Cash Money      Paper chasin'   tell that paper   ""Look   I'm right behind ya""      Bitch   real Gs move in silence like lasagna      People say I'm borderline crazy   sorta kinda      Woman of my dreams   I don't sleep so I can't find her      You niggas are gelatin   peanuts to an elephant      I got through that sentence like a subject and a predicate      Yeah   with a swag you would kill for   Money too strong; pockets on bodybuilder      Jumped in a wishin' well   now wish me well      Tell 'em kiss my ass   call it kiss and tell"
1121,Holocene,Bon Iver,indie,2011,"[Verse 1]   ""Someway   baby   it's part of me   apart from me""   You're laying waste to Halloween   You fucked it   friend   it's on its head   it struck the street   You're in Milwaukee   off your feet         [Pre-Chorus]   And at once   I knew   I was not magnificent         [Chorus]   Strayed above the highway aisle   Jagged vacance   thick with ice      I could see for miles   miles   miles      Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Verse 2]   Third and Lake   it burnt away     the hallway   Was where we learned to celebrate      Automatic bought the years you'd talk for me      That night you played me ""Lip Parade""      Not the needle   nor the thread   the lost decree   Saying nothing   that's enough for me      [Pre-Chorus]   And at once   I knew   I was not magnificent         [Chorus]   Hulled far from the highway aisle   Jagged vacance   thick with ice   I could see for miles   miles   miles         [Verse 3]      Christmas night   it clutched the light   the hallow bright   Above my brother   I   and tangled spines   We smoked the screen to make it what it was to be   Now   to know it in my memory         [Pre-Chorus]   And at once   I knew   I was not magnificent"
1122,Lighters,Bad Meets Evil,hip hop,2011,"[Chorus: Bruno Mars]   This one's for you and me   Livin' out our dreams   We're all right where we should be   Lift my arms out wide   I open my eyes   And now all I wanna see   Is a sky full of lighters   A sky full of lighters         [Verse 1: Eminem]      By the time you hear this   I will have already spiralled up      I would never do nothin' to let you cowards fuck my world up   If I was you I would duck   or get struck like lightnin'   Fighters keep fightin'   put your lighters up   point 'em skyward   uh   Had a dream   I was king; I woke up   still king   This rap game's nipple is mine for the milking      'Til nobody else even fuckin' feels me   'til it kills me   I swear to God I'll be the fuckin' illest in this music   There is   or there ever will be   disagree? Feel free   But from now on I'm refusing to ever give up   Only thing I ever gave up's using no more excuses   Excuse me if my head is too big for this building      And pardon me if I'm a cocky prick   but you cocks are slick   Poppin' shit on how you flipped your life around   crock of shit   Who you dicks tryna kid? Flip ""dick  "" you did opposite   You stayed the same 'cause ""cock"" backwards is still ""cock  "" you pricks!      I love it when I tell 'em shove it   ‘Cause it wasn’t that long ago when Marshall sat flustered   Lacked luster ‘cause he couldn’t cut mustard   Muster up nothin'   brain fuzzy   ‘Cause he’s buzzin’   woke up from that buzz and   Now you wonder why he does it how he does it   Wasn’t ‘cause he had buzzards   Circlin' around his head   waitin' for him to drop dead   was it?   Or was it ‘cause some bitches wrote him off?   Little hussy-ass scuzzes   Fuck it   guess it doesn’t matter now   does it?   What difference it make? What’s it take?   To get it through your thick skulls that this ain’t   Some bullshit; people don’t usually come back this way   From a place that was dark as I was in just to get to this place   Now let these words be like a switchblade to a hater’s ribcage!   And let it be known that from this day forward   I wanna just say   Thanks   ‘cause your hate is what gave me the strength   So let them Bics raise   ‘cause I came with 5'9""   but I feel like I’m 6'8""      Maiya The Don 'Telfy' Official Lyrics & Meaning | Verified                                 [Chorus: Bruno Mars]   This one's for you and me   Livin' out our dreams   We are right where we should be   With my arms out wide   I open my eyes   And now all I wanna see   Is a sky full of lighters   A sky full of lighters         [Verse 2: Royce Da 5'9""]   By the time you hear this   I’ll prolly already be outtie   I advance like goin' from totin' iron to goin' and buyin’   Four or five of the homies the Iron Man Audi   My daddy told me: ""Slow down   boy   you're goin' to blow it!""   And I ain't gotta stop the beat a minute to tell Shady I love him   The same way that he did Dr. Dre on The Chronic   Tell him how real he is   or how high I am   Or how I would kill for him   for him to know it      I cried plenty tears   my daddy got a bad back   So it's only right that I write 'til he can march right   Into that post office and tell 'em to hang it up   Now his career's LeBron's Jersey in twenty years   I stop when I'm at the very top   You shitted on me on your way up   it's 'bout to be a scary drop   ‘Cause what goes up must come down      You goin' down on somethin' you don't wanna see   like a hairy box      Every hour   happy hour now   life is wacky now   Used to have to eat the cat to get the pussy   Now I'm just the cat's meow   oww   outclass the count   Always down for the catchweight like Pacquiao   Y'all are doomed   I remember when T-Pain ain't wanna work with me      My car starts itself   parks itself   and auto-tunes   ‘Cause now I'm in the Aston;   I went from havin'   My city locked up to gettin' treated like Kwame Kilpatrick      And now I'm fantastic   compare it to a weed high   And y'all niggas that's gossipin' like bitches   On the radio and TV   see me   we fly   Y'all buggin' out like Wendy Williams starin' at a beehive      And how real is that? I remember signin' my first deal   Now I'm the second best   I can deal with that      Now Bruno can show his ass   without the MTV awards gag"
1123,Lego House,Ed Sheeran,pop,2011,[Verse 1]   I'm gonna pick up the pieces   And build a LEGO house   If things go wrong   we can knock it down      My three words have two meanings   But there's one thing on my mind   It's all for you         [Pre-Chorus]   And it's dark in a cold December      But I've got you to keep me warm      If you're broken   I'll mend ya   And I'll keep you sheltered from the storm that's raging on now      Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Chorus]   I'm out of touch   I'm out of love   I'll pick you up when you're getting down   And out of all these things I've done   I think I love you better now   I'm out of sight   I'm out of mind   I'll do it all for you in time   And out of all these things I've done   I think I love you better now   Now         [Verse 2]   I'm gonna paint you by numbers   And colour you in   If things go right   we can frame it   And put you on a wall   And it's so hard to say it   But I've been here before   Now   I'll surrender up my heart   And swap it for yours      [Chorus]   I'm out of touch   I'm out of love   I'll pick you up when you're getting down   And out of all these things I've done   I think I love you better now   I'm out of sight   I'm out of mind   I'll do it all for you in time   And out of all these things I've done   I think I love you better now
1124,Who Says,Selena Gomez & The Scene,pop,2011,Unknown
1125,Yeah 3x,Chris Brown,pop,2011,[Verse 1]   Move your body out on the floor   Put your troubles aside and start living   Anybody can let it go   Throw away all your problems 'cause right now it's party time      [Refrain]   Girl   don't feel outta place 'cause I   I'm in love with this feeling now   And I   I   I hope that this will last a while   We should make it last a while                                 [Pre-Chorus]   You love to drink? (Yeah)   so do we (Yeah)   Get more bottles (Yeah)   bring 'em to me (Yeah)   Hold your glasses up   people everywhere   Now everybody put your hands in the air      [Chorus]   Say yeah   yeah   yeah   Girl   I wanna   yeah   yeah   yeah   I wanna see you tonight   Yeah   yeah   yeah   Girl   I gotta   yeah   yeah   yeah   I gotta   I gotta   I gotta see you tonight      [Post-Chorus]   Oh-oh-oh   oh-woah-oh-oh (Hands)   Oh-oh-oh   let me see your hands   Oh-oh-oh   oh-woah-oh-oh (Hands)   Oh-oh-oh   tonight is the night      [Verse 2]   Lost in the moment   can't believe   You're so beautiful   feels like I'm in a dream   Baby   we're going somewhere you never been before   So take my hand and come with me
1126,You Make Me Feel... (feat. Sabi),Cobra Starship,pop,2011,Unknown
1127,Wherever You Will Go,Charlene Soraia,pop,2011,So lately   been wondering   Who will be there to take my place?   When I'm gone   you'll need love to light the shadows on your face   If a great wave shall fall   and   fall upon us all   Then between the sand and stone   could you make it on your own?      If I could   then I would   I'll go wherever you will go   Way up high or down low   I'll go wherever you will go      And maybe   I'll find out a way to make it back   someday   To watch you   to guide you   through the darkest of your days   If a great wave shall fall   and fall upon us all   Then I hope there's someone out there   Who can bring me back to you   Coco Jones 'ICU' (Live Performance) | Open Mic                                 If I could   then I would   I'll go wherever you will go   Way up high or down low   I'll go wherever you will...      No! Run away with my heart   Run away with my hope   Run away with my love      I know now   just quite how   My life and love might still go on   In your heart   in your mind   I'll stay with you for all of time      If I could   then I would   I'll go wherever you will go   Way up high or down low   I'll go wherever you will go      If I could turn back time   I'll go wherever you will go   If I could make you mine   I'll go wherever you will go   I'll go wherever you will go
1128,Tongue Tied,Grouplove,pop,2011,[Intro]   Oh!      [Verse 1]   Ooh   Take me to your best friend's house   Goin' 'round this roundabout   oh yeah      Oh   take me to your best friend's house   I loved you then and I love you now   oh yeah         [Chorus]   Don't take me tongue-tied   Don't wave no goodbye   Don't break      Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Verse 2]   Oh   take me to your best friend's house   Marmalade   we're making out   oh yeah      Oh   take me to your best friend's house   I loved you then and I love you now         [Chorus]   Don't take me tongue-tied   Don't wave no goodbye   Don't break         [Bridge]   One   two   three   four   Don't leave me tongue-tied   Let's stay up all night   I'll get real high   Slumber party   pillow fight   My eyes on your eyes   Like Peter Pan up in the sky      My best friend's house tonight   Let's bump the beats 'til beddy-bye      [Chorus]   Don't take me tongue-tied   Don't wave no goodbye   Don't take me tongue-tied   Don't kiss me goodnight   Don't   oh
1129,Just Can’t Get Enough,Black Eyed Peas,pop,2011,Unknown
1130,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,pop,2011,[Intro: Pitbull]   Me not workin' hard? Yeah right   Picture that with a Kodak      Or   better yet   go to Times Square   Take a picture of me with a Kodak      Took my life from negative to positive      I just want y'all to know that   And tonight   let's enjoy life   Pitbull   Nayer   Ne-Yo   tell us right      [Pre-Chorus: Ne-Yo & Nayer]   Tonight   I want all of you tonight   Give me everything tonight   For all we know   We might not get tomorrow   let's do it tonight   Don't care what they say   or what games they play   Nothing is enough   'til they handle love (Let's do it tonight)   I want you tonight   I want you to stay   I want you tonight   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Chorus: Ne-Yo]   Grab somebody sexy   tell 'em hey (Hey)   Give me everything tonight (Hey)   Give me everything tonight (Hey)   Give me everything tonight (Hey)   Give me everything tonight      [Verse 1: Pitbull]   Take advantage of tonight (Yeah)   'Cause tomorrow I'm off to Dubai to perform for a princess   But tonight   I can make you my queen   And make love to you endless (Yeah)   This is insane: the way the name growin'   Money keep flowin'   hustlers move in silence   So   I'm tiptoein'   to keep flowin'   I got it locked up like Lindsay Lohan (Woo)         [Post-Verse: Pitbull]   Put it on my life   baby      I'll make you feel right   baby   Can't promise tomorrow   But I promise tonight   dale      [Refrain: Pitbull]   Excuse me (Excuse me)   And I might drink a little more than I should tonight (Tonight)   And I might take you home with me if I could tonight (Tonight)   And baby   I'ma make you feel so good tonight   'Cause we might not get tomorrow
1131,Bounce (feat. Kelis) - Radio Edit,Calvin Harris,pop,2011,[Intro]   Bounce   Bounce   Bounce   Bounce         [Verse 1]   I can't believe it   every day and every night (Bounce)   Is gettin' better with you out of my life (Bounce)      It's like I flicked a switch   and now I'm feeling good (Bounce)   No way to stop it   now you wish that you could      When the weekend comes   I know I feel alive (Bounce)   You will be the last thing on my mind (Bounce)   No regrets   do you know what that means?                                    [Instrumental Chorus]      [Verse 2]   Well   it's hot   it's loud   it's wild   We bounce to this track   And I don't care what anybody thinks about that   Hands to the sky   and throw your head back   I can love again tonight   We bounce to this track   And I don't care what anybody thinks about that   Hands to the sky   and throw your head back      [Instrumental Chorus]      [Breakdown]   Bounce   Bounce   Bounce      [Verse 3]   Well   it's hot   it's loud   it's wild   We bounce to this track   And I don't care what anybody thinks about that   I don't care what anybody thinks about that      [Instrumental Chorus]
